Gene_ID,DESeq2_log2FC,edgeR_log2FC,Average_log2FC,Gene name,Gene description,Gene type
ENSMUSG00000037049,-0.265236089,-0.27328629,-0.26926119,Smpd1,"sphingomyelin phosphodiesterase 1, acid lysosomal [Source:MGI Symbol;Acc:MGI:98325]",protein_coding
ENSMUSG00000037103,0.362785649,0.353114446,0.357950047,Dcaf15,DDB1 and CUL4 associated factor 15 [Source:MGI Symbol;Acc:MGI:2684420],protein_coding
ENSMUSG00000037104,-0.266572129,-0.273149991,-0.26986106,Socs5,suppressor of cytokine signaling 5 [Source:MGI Symbol;Acc:MGI:2385459],protein_coding
ENSMUSG00000037111,-0.387866215,-0.391806556,-0.389836386,Setd7,SET domain containing (lysine methyltransferase) 7 [Source:MGI Symbol;Acc:MGI:1920501],protein_coding
ENSMUSG00000037172,-0.328254391,-0.332960887,-0.330607639,E330009J07Rik,RIKEN cDNA E330009J07 gene [Source:MGI Symbol;Acc:MGI:2444256],protein_coding
ENSMUSG00000037242,-0.385353207,-0.39055357,-0.387953388,Clic4,chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754],protein_coding
ENSMUSG00000037243,0.442459909,0.431882391,0.43717115,Zfp692,zinc finger protein 692 [Source:MGI Symbol;Acc:MGI:2144276],protein_coding
ENSMUSG00000037254,-0.906817577,-0.914650181,-0.910733879,Itih2,"inter-alpha trypsin inhibitor, heavy chain 2 [Source:MGI Symbol;Acc:MGI:96619]",protein_coding
ENSMUSG00000037465,-0.51343015,-0.519611893,-0.516521021,Klf10,Kruppel-like factor 10 [Source:MGI Symbol;Acc:MGI:1101353],protein_coding
ENSMUSG00000037474,0.433974314,0.426576043,0.430275179,Dtl,denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093],protein_coding
ENSMUSG00000037593,0.506995026,0.502505399,0.504750212,Rskr,ribosomal protein S6 kinase related [Source:MGI Symbol;Acc:MGI:2652869],protein_coding
ENSMUSG00000037681,0.508340725,0.498688611,0.503514668,Esyt3,extended synaptotagmin-like protein 3 [Source:MGI Symbol;Acc:MGI:1098699],protein_coding
ENSMUSG00000037754,-0.369422439,-0.373927007,-0.371674723,Ppp1r16b,"protein phosphatase 1, regulatory subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]",protein_coding
ENSMUSG00000037795,0.458869965,0.453950468,0.456410216,N4bp2,NEDD4 binding protein 2 [Source:MGI Symbol;Acc:MGI:2684414],protein_coding
ENSMUSG00000037855,-0.308147865,-0.312593807,-0.310370836,Zfp365,zinc finger protein 365 [Source:MGI Symbol;Acc:MGI:2143676],protein_coding
ENSMUSG00000037868,-2.718118433,-2.720613786,-2.719366109,Egr2,early growth response 2 [Source:MGI Symbol;Acc:MGI:95296],protein_coding
ENSMUSG00000037940,0.412750959,0.406374211,0.409562585,Inpp4b,"inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]",protein_coding
ENSMUSG00000037995,0.789362041,0.77966064,0.784511341,Igsf9,"immunoglobulin superfamily, member 9 [Source:MGI Symbol;Acc:MGI:2135283]",protein_coding
ENSMUSG00000037996,-0.476619585,-0.476419083,-0.476519334,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:1923626]",protein_coding
ENSMUSG00000038028,-0.314121791,-0.322065698,-0.318093744,Tigar,Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752],protein_coding
ENSMUSG00000038048,0.474096721,0.466809343,0.470453032,Cntnap5c,contactin associated protein-like 5C [Source:MGI Symbol;Acc:MGI:3646013],protein_coding
ENSMUSG00000038172,-0.526338692,-0.526795578,-0.526567135,Ttc39b,tetratricopeptide repeat domain 39B [Source:MGI Symbol;Acc:MGI:1917113],protein_coding
ENSMUSG00000038173,-0.508243348,-0.510916157,-0.509579753,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:MGI Symbol;Acc:MGI:2445171],protein_coding
ENSMUSG00000038187,-0.316655059,-0.322033084,-0.319344071,Btbd10,BTB (POZ) domain containing 10 [Source:MGI Symbol;Acc:MGI:1916065],protein_coding
ENSMUSG00000038260,0.541348299,0.534132854,0.537740577,Trpm4,"transient receptor potential cation channel, subfamily M, member 4 [Source:MGI Symbol;Acc:MGI:1915917]",protein_coding
ENSMUSG00000038264,-0.325313929,-0.331746061,-0.328529995,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [Source:MGI Symbol;Acc:MGI:1306826]",protein_coding
ENSMUSG00000038372,0.401821998,0.393980899,0.397901448,Gmds,"GDP-mannose 4, 6-dehydratase [Source:MGI Symbol;Acc:MGI:1891112]",protein_coding
ENSMUSG00000038375,-0.468244968,-0.475578638,-0.471911803,Trp53inp2,transformation related protein 53 inducible nuclear protein 2 [Source:MGI Symbol;Acc:MGI:1915978],protein_coding
ENSMUSG00000038418,-1.527946946,-1.53165371,-1.529800328,Egr1,early growth response 1 [Source:MGI Symbol;Acc:MGI:95295],protein_coding
ENSMUSG00000038522,0.88692075,0.877339081,0.882129915,Mfsd4b1,major facilitator superfamily domain containing 4B1 [Source:MGI Symbol;Acc:MGI:2143575],protein_coding
ENSMUSG00000038524,0.580316657,0.570006326,0.575161492,Fchsd1,FCH and double SH3 domains 1 [Source:MGI Symbol;Acc:MGI:2441771],protein_coding
ENSMUSG00000038530,-0.486327881,-0.491573403,-0.488950642,Rgs4,regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409],protein_coding
ENSMUSG00000038569,0.420254137,0.411517903,0.41588602,Rad9b,RAD9 checkpoint clamp component B [Source:MGI Symbol;Acc:MGI:2385231],protein_coding
ENSMUSG00000038685,0.347812278,0.340954881,0.34438358,Rtel1,regulator of telomere elongation helicase 1 [Source:MGI Symbol;Acc:MGI:2139369],protein_coding
ENSMUSG00000038894,-0.585547414,-0.591223974,-0.588385694,Irs2,insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334],protein_coding
ENSMUSG00000038936,-0.345174893,-0.353203941,-0.349189417,Sccpdh,saccharopine dehydrogenase (putative) [Source:MGI Symbol;Acc:MGI:1924486],protein_coding
ENSMUSG00000039004,-0.676072361,-0.689342096,-0.682707229,Bmp6,bone morphogenetic protein 6 [Source:MGI Symbol;Acc:MGI:88182],protein_coding
ENSMUSG00000039087,0.52140764,0.516499878,0.518953759,Rreb1,ras responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:2443664],protein_coding
ENSMUSG00000039202,-0.427683438,-0.432965631,-0.430324534,Abhd2,abhydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914344],protein_coding
ENSMUSG00000039252,-0.681313737,-0.688028453,-0.684671095,Lgi2,"leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]",protein_coding
ENSMUSG00000039270,-0.380804326,-0.383721748,-0.382263037,Megf9,multiple EGF-like-domains 9 [Source:MGI Symbol;Acc:MGI:1918264],protein_coding
ENSMUSG00000039307,0.374400316,0.365683764,0.37004204,Hexdc,"hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:MGI Symbol;Acc:MGI:3605542]",protein_coding
ENSMUSG00000039323,-1.051912938,-1.067563199,-1.059738069,Igfbp2,insulin-like growth factor binding protein 2 [Source:MGI Symbol;Acc:MGI:96437],protein_coding
ENSMUSG00000039349,-0.525626877,-0.535148151,-0.530387514,C130074G19Rik,RIKEN cDNA C130074G19 gene [Source:MGI Symbol;Acc:MGI:2444831],protein_coding
ENSMUSG00000039385,-0.374513215,-0.376914096,-0.375713655,Cdh6,cadherin 6 [Source:MGI Symbol;Acc:MGI:107435],protein_coding
ENSMUSG00000039405,-0.625888496,-0.632250823,-0.629069659,Prss23,"protease, serine 23 [Source:MGI Symbol;Acc:MGI:1923703]",protein_coding
ENSMUSG00000039488,0.545503328,0.540002116,0.542752722,Cntn5,contactin 5 [Source:MGI Symbol;Acc:MGI:3042287],protein_coding
ENSMUSG00000039672,-2.439898396,-2.441396124,-2.44064726,Kcne2,"potassium voltage-gated channel, Isk-related subfamily, gene 2 [Source:MGI Symbol;Acc:MGI:1891123]",protein_coding
ENSMUSG00000039683,0.626222458,0.619885312,0.623053885,Sdk1,sidekick cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:2444413],protein_coding
ENSMUSG00000039714,-0.404777489,-0.414873549,-0.409825519,Cplx3,complexin 3 [Source:MGI Symbol;Acc:MGI:2384571],protein_coding
ENSMUSG00000039804,0.264224086,0.256465766,0.260344926,Ncoa5,nuclear receptor coactivator 5 [Source:MGI Symbol;Acc:MGI:2385165],protein_coding
ENSMUSG00000039860,0.391257292,0.382283422,0.386770357,Srrm3,serine/arginine repetitive matrix 3 [Source:MGI Symbol;Acc:MGI:1920309],protein_coding
ENSMUSG00000039953,-0.284102014,-0.291736664,-0.287919339,Clstn1,calsyntenin 1 [Source:MGI Symbol;Acc:MGI:1929895],protein_coding
ENSMUSG00000040363,-0.287129945,-0.292593733,-0.289861839,Bcor,BCL6 interacting corepressor [Source:MGI Symbol;Acc:MGI:1918708],protein_coding
ENSMUSG00000040424,-0.309852734,-0.319724721,-0.314788728,Hipk4,homeodomain interacting protein kinase 4 [Source:MGI Symbol;Acc:MGI:2685008],protein_coding
ENSMUSG00000040490,0.566856054,0.557603469,0.562229761,Lrfn2,leucine rich repeat and fibronectin type III domain containing 2 [Source:MGI Symbol;Acc:MGI:1917780],protein_coding
ENSMUSG00000040584,-0.408141206,-0.411925007,-0.410033106,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A [Source:MGI Symbol;Acc:MGI:97570]",protein_coding
ENSMUSG00000040596,-0.339464642,-0.343526028,-0.341495335,Pogk,pogo transposable element with KRAB domain [Source:MGI Symbol;Acc:MGI:1918842],protein_coding
ENSMUSG00000040690,0.485469269,0.47391896,0.479694114,Col16a1,"collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]",protein_coding
ENSMUSG00000040701,0.806625171,0.796658,0.801641585,Ap1g2,"adaptor protein complex AP-1, gamma 2 subunit [Source:MGI Symbol;Acc:MGI:1328307]",protein_coding
ENSMUSG00000040706,-1.454704917,-1.457062694,-1.455883805,Agmat,agmatine ureohydrolase (agmatinase) [Source:MGI Symbol;Acc:MGI:1923236],protein_coding
ENSMUSG00000040712,-0.245745538,-0.252686422,-0.24921598,Camta2,calmodulin binding transcription activator 2 [Source:MGI Symbol;Acc:MGI:2135957],protein_coding
ENSMUSG00000040724,-0.50799875,-0.510822035,-0.509410393,Kcna2,"potassium voltage-gated channel, shaker-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:96659]",protein_coding
ENSMUSG00000040855,-0.311450707,-0.314880723,-0.313165715,Reps2,RALBP1 associated Eps domain containing protein 2 [Source:MGI Symbol;Acc:MGI:2663511],protein_coding
ENSMUSG00000040860,0.551531861,0.539545662,0.545538762,Crocc,"ciliary rootlet coiled-coil, rootletin [Source:MGI Symbol;Acc:MGI:3529431]",protein_coding
ENSMUSG00000040913,0.434518122,0.427132528,0.430825325,Fbxw4,F-box and WD-40 domain protein 4 [Source:MGI Symbol;Acc:MGI:1354698],protein_coding
ENSMUSG00000040936,0.604891047,0.598115937,0.601503492,Ulk4,unc-51-like kinase 4 [Source:MGI Symbol;Acc:MGI:1921622],protein_coding
ENSMUSG00000040938,0.497986078,0.48517701,0.491581544,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709]",protein_coding
ENSMUSG00000040940,0.337221914,0.327645115,0.332433515,Arhgef1,Rho guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1353510],protein_coding
ENSMUSG00000040972,0.478894029,0.470300074,0.474597052,Igsf21,"immunoglobulin superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2681842]",protein_coding
ENSMUSG00000040998,-0.440672647,-0.444162418,-0.442417532,Npnt,nephronectin [Source:MGI Symbol;Acc:MGI:2148811],protein_coding
ENSMUSG00000041020,-0.290401531,-0.29510631,-0.29275392,Map7d2,MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474],protein_coding
ENSMUSG00000041119,0.49914673,0.490884624,0.495015677,Pde9a,phosphodiesterase 9A [Source:MGI Symbol;Acc:MGI:1277179],protein_coding
ENSMUSG00000041313,-0.326816204,-0.332055102,-0.329435653,Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 [Source:MGI Symbol;Acc:MGI:88117]",protein_coding
ENSMUSG00000041390,-0.86209686,-0.867416016,-0.864756438,Mdfic,MyoD family inhibitor domain containing [Source:MGI Symbol;Acc:MGI:104611],protein_coding
ENSMUSG00000041444,-0.4581336,-0.461771621,-0.459952611,Arhgap32,Rho GTPase activating protein 32 [Source:MGI Symbol;Acc:MGI:2450166],protein_coding
ENSMUSG00000041483,-0.355364057,-0.358522875,-0.356943466,Zfp281,zinc finger protein 281 [Source:MGI Symbol;Acc:MGI:3029290],protein_coding
ENSMUSG00000041592,0.504550603,0.500336648,0.502443625,Sdk2,sidekick cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2443847],protein_coding
ENSMUSG00000041674,0.607240025,0.601448494,0.604344259,BC006965,cDNA sequence BC006965 [Source:MGI Symbol;Acc:MGI:2384955],lncRNA
ENSMUSG00000042073,0.450799725,0.442000742,0.446400233,Abhd14b,abhydrolase domain containing 14b [Source:MGI Symbol;Acc:MGI:1923741],protein_coding
ENSMUSG00000042155,-0.265433974,-0.272368834,-0.268901404,Klhl23,kelch-like 23 [Source:MGI Symbol;Acc:MGI:2683536],protein_coding
ENSMUSG00000042429,-0.266244164,-0.271544411,-0.268894287,Adora1,adenosine A1 receptor [Source:MGI Symbol;Acc:MGI:99401],protein_coding
ENSMUSG00000042453,-0.485614502,-0.491524442,-0.488569472,Reln,reelin [Source:MGI Symbol;Acc:MGI:103022],protein_coding
ENSMUSG00000042473,-0.639481935,-0.645873865,-0.6426779,Tbc1d8b,"TBC1 domain family, member 8B [Source:MGI Symbol;Acc:MGI:1918101]",protein_coding
ENSMUSG00000042564,0.352898081,0.347329873,0.350113977,Fam227a,"family with sequence similarity 227, member A [Source:MGI Symbol;Acc:MGI:1922979]",protein_coding
ENSMUSG00000042567,0.558176545,0.551725783,0.554951164,Nek10,NIMA (never in mitosis gene a)- related kinase 10 [Source:MGI Symbol;Acc:MGI:2685128],protein_coding
ENSMUSG00000042581,0.47325112,0.466554544,0.469902832,Thsd7b,"thrombospondin, type I, domain containing 7B [Source:MGI Symbol;Acc:MGI:2443925]",protein_coding
ENSMUSG00000042671,-0.29570692,-0.303572403,-0.299639661,Rgs8,regulator of G-protein signaling 8 [Source:MGI Symbol;Acc:MGI:108408],protein_coding
ENSMUSG00000042688,-0.46453372,-0.467945604,-0.466239662,Mapk6,mitogen-activated protein kinase 6 [Source:MGI Symbol;Acc:MGI:1354946],protein_coding
ENSMUSG00000042743,-0.404452489,-0.408625961,-0.406539225,Sgtb,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:MGI Symbol;Acc:MGI:2444615]",protein_coding
ENSMUSG00000042761,0.468346319,0.456338023,0.462342171,Mrap2,melanocortin 2 receptor accessory protein 2 [Source:MGI Symbol;Acc:MGI:3609239],protein_coding
ENSMUSG00000043079,-0.281614941,-0.289918231,-0.285766586,Synpo,synaptopodin [Source:MGI Symbol;Acc:MGI:1099446],protein_coding
ENSMUSG00000043289,0.832401353,0.826345405,0.829373379,Mei4,meiotic double-stranded break formation protein 4 [Source:MGI Symbol;Acc:MGI:1922283],protein_coding
ENSMUSG00000043366,-1.157391309,-1.154063661,-1.155727485,Olfr78,olfactory receptor 78 [Source:MGI Symbol;Acc:MGI:2157548],protein_coding
ENSMUSG00000043557,0.667172513,0.658300408,0.662736461,Mdga1,MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:MGI Symbol;Acc:MGI:1922012],protein_coding
ENSMUSG00000043644,0.590635864,0.579779903,0.585207884,0610009L18Rik,RIKEN cDNA 0610009L18 gene [Source:MGI Symbol;Acc:MGI:1914088],lncRNA
ENSMUSG00000043857,0.350702336,0.341533126,0.346117731,Mgat5b,"mannoside acetylglucosaminyltransferase 5, isoenzyme B [Source:MGI Symbol;Acc:MGI:3606200]",protein_coding
ENSMUSG00000043872,0.496844151,0.48931524,0.493079695,Zmym1,"zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]",protein_coding
ENSMUSG00000043923,0.382625121,0.374201101,0.378413111,Ccdc84,coiled-coil domain containing 84 [Source:MGI Symbol;Acc:MGI:2685960],protein_coding
ENSMUSG00000043924,0.617448895,0.609166454,0.613307675,Ncmap,noncompact myelin associated protein [Source:MGI Symbol;Acc:MGI:2444888],protein_coding
ENSMUSG00000043987,0.374317282,0.366848117,0.370582699,Cep164,centrosomal protein 164 [Source:MGI Symbol;Acc:MGI:2384878],protein_coding
ENSMUSG00000044017,-0.606715089,-0.610783114,-0.608749101,Adgrd1,adhesion G protein-coupled receptor D1 [Source:MGI Symbol;Acc:MGI:3041203],protein_coding
ENSMUSG00000044149,-0.33588015,-0.340071089,-0.33797562,Nkrf,NF-kappaB repressing factor [Source:MGI Symbol;Acc:MGI:1924536],protein_coding
ENSMUSG00000044224,-0.279987693,-0.286694638,-0.283341165,Dnajc21,DnaJ heat shock protein family (Hsp40) member C21 [Source:MGI Symbol;Acc:MGI:1925371],protein_coding
ENSMUSG00000044250,0.391810391,0.383549698,0.387680044,Pced1b,PC-esterase domain containing 1B [Source:MGI Symbol;Acc:MGI:2446270],protein_coding
ENSMUSG00000044252,-0.332837751,-0.338372086,-0.335604918,Osbpl1a,oxysterol binding protein-like 1A [Source:MGI Symbol;Acc:MGI:1927551],protein_coding
ENSMUSG00000044337,-0.507298845,-0.514915335,-0.51110709,Ackr3,atypical chemokine receptor 3 [Source:MGI Symbol;Acc:MGI:109562],protein_coding
ENSMUSG00000044349,0.266272221,0.260311619,0.26329192,Snhg11,small nucleolar RNA host gene 11 [Source:MGI Symbol;Acc:MGI:2441845],protein_coding
ENSMUSG00000044519,-0.568983184,-0.573952043,-0.571467614,Zfp488,zinc finger protein 488 [Source:MGI Symbol;Acc:MGI:2686052],protein_coding
ENSMUSG00000044646,0.610145583,0.600074593,0.605110088,Zbtb7c,zinc finger and BTB domain containing 7C [Source:MGI Symbol;Acc:MGI:2443302],protein_coding
ENSMUSG00000044708,-0.41253823,-0.417674015,-0.415106122,Kcnj10,"potassium inwardly-rectifying channel, subfamily J, member 10 [Source:MGI Symbol;Acc:MGI:1194504]",protein_coding
ENSMUSG00000044770,0.531984276,0.523216545,0.52760041,Scml4,Scm polycomb group protein like 4 [Source:MGI Symbol;Acc:MGI:2446140],protein_coding
ENSMUSG00000044864,-0.295782204,-0.301804248,-0.298793226,Ankrd50,ankyrin repeat domain 50 [Source:MGI Symbol;Acc:MGI:2139777],protein_coding
ENSMUSG00000044991,0.41644293,0.409847358,0.413145144,Shld1,shieldin complex subunit 1 [Source:MGI Symbol;Acc:MGI:1920997],protein_coding
ENSMUSG00000045087,-0.492321246,-0.501337216,-0.496829231,S1pr5,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641],protein_coding
ENSMUSG00000045180,-0.406423166,-0.412031453,-0.409227309,Shroom2,shroom family member 2 [Source:MGI Symbol;Acc:MGI:107194],protein_coding
ENSMUSG00000045246,-0.745580573,-0.752809847,-0.74919521,Kcng4,"potassium voltage-gated channel, subfamily G, member 4 [Source:MGI Symbol;Acc:MGI:1913983]",protein_coding
ENSMUSG00000045275,0.390524211,0.382649773,0.386586992,Lca5l,Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157],protein_coding
ENSMUSG00000045314,-0.533064496,-0.537820484,-0.53544249,Sowahb,sosondowah ankyrin repeat domain family member B [Source:MGI Symbol;Acc:MGI:1925338],protein_coding
ENSMUSG00000045319,-0.616339789,-0.619626406,-0.617983098,Proser2,proline and serine rich 2 [Source:MGI Symbol;Acc:MGI:2442238],protein_coding
ENSMUSG00000045589,-0.364830172,-0.367669624,-0.366249898,Frrs1l,ferric-chelate reductase 1 like [Source:MGI Symbol;Acc:MGI:2442704],protein_coding
ENSMUSG00000045671,-0.312560188,-0.318445719,-0.315502953,Spred2,sprouty-related EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019],protein_coding
ENSMUSG00000045731,-0.731003463,-0.742748347,-0.736875905,Pnoc,prepronociceptin [Source:MGI Symbol;Acc:MGI:105308],protein_coding
ENSMUSG00000045746,0.997232872,0.98672683,0.991979851,B230317F23Rik,RIKEN cDNA B230317F23 gene [Source:MGI Symbol;Acc:MGI:2443920],lncRNA
ENSMUSG00000045813,0.573490935,0.569398284,0.57144461,Gm9801,predicted gene 9801 [Source:MGI Symbol;Acc:MGI:3647139],lncRNA
ENSMUSG00000046101,0.664260295,0.659832463,0.662046379,Mcmdc2,minichromosome maintenance domain containing 2 [Source:MGI Symbol;Acc:MGI:3045334],protein_coding
ENSMUSG00000046280,-0.634861787,-0.639273559,-0.637067673,She,src homology 2 domain-containing transforming protein E [Source:MGI Symbol;Acc:MGI:1099462],protein_coding
ENSMUSG00000046447,-0.28815957,-0.296461223,-0.292310397,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1 [Source:MGI Symbol;Acc:MGI:1913509],protein_coding
ENSMUSG00000046546,-0.522985051,-0.530713241,-0.526849146,Fam43a,"family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]",protein_coding
ENSMUSG00000046607,0.770440558,0.759796724,0.765118641,Hrk,"harakiri, BCL2 interacting protein (contains only BH3 domain) [Source:MGI Symbol;Acc:MGI:1201608]",protein_coding
ENSMUSG00000046818,-0.393970944,-0.400586756,-0.39727885,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],protein_coding
ENSMUSG00000046854,0.600218466,0.591152008,0.595685237,Pip5kl1,phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:MGI Symbol;Acc:MGI:2448520],protein_coding
ENSMUSG00000047126,-0.338383576,-0.341213783,-0.33979868,Cltc,"clathrin, heavy polypeptide (Hc) [Source:MGI Symbol;Acc:MGI:2388633]",protein_coding
ENSMUSG00000047181,0.552751295,0.542333454,0.547542374,Samd14,sterile alpha motif domain containing 14 [Source:MGI Symbol;Acc:MGI:2384945],protein_coding
ENSMUSG00000047230,-2.915045316,-2.922048918,-2.918547117,Cldn2,claudin 2 [Source:MGI Symbol;Acc:MGI:1276110],protein_coding
ENSMUSG00000047369,0.535856706,0.53163815,0.533747428,Dnah14,"dynein, axonemal, heavy chain 14 [Source:MGI Symbol;Acc:MGI:2444525]",protein_coding
ENSMUSG00000047388,-0.417209104,-0.422724536,-0.41996682,Atmin,ATM interactor [Source:MGI Symbol;Acc:MGI:2682328],protein_coding
ENSMUSG00000047409,0.272352729,0.265347202,0.268849966,Ctdspl,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:MGI Symbol;Acc:MGI:1916524]",protein_coding
ENSMUSG00000047502,0.707054019,0.697146707,0.702100363,Mroh7,maestro heat-like repeat family member 7 [Source:MGI Symbol;Acc:MGI:2685873],protein_coding
ENSMUSG00000047507,0.81405719,0.800316429,0.807186809,Baiap3,BAI1-associated protein 3 [Source:MGI Symbol;Acc:MGI:2685783],protein_coding
ENSMUSG00000047591,-0.993187417,-0.997689707,-0.995438562,Mafa,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian) [Source:MGI Symbol;Acc:MGI:2673307]",protein_coding
ENSMUSG00000047606,-0.628844297,-0.631665757,-0.630255027,Ankrd34c,ankyrin repeat domain 34C [Source:MGI Symbol;Acc:MGI:2685617],protein_coding
ENSMUSG00000047821,-0.694792279,-0.699747831,-0.697270055,Trim16,tripartite motif-containing 16 [Source:MGI Symbol;Acc:MGI:2137356],protein_coding
ENSMUSG00000047842,-0.4866702,-0.489863583,-0.488266891,Diras2,"DIRAS family, GTP-binding RAS-like 2 [Source:MGI Symbol;Acc:MGI:1915453]",protein_coding
ENSMUSG00000047976,-0.578882415,-0.579828424,-0.57935542,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]",protein_coding
ENSMUSG00000048004,-0.413157415,-0.41674933,-0.414953373,Tmem196,transmembrane protein 196 [Source:MGI Symbol;Acc:MGI:2685374],protein_coding
ENSMUSG00000048142,-0.305473928,-0.31437175,-0.309922839,Nat8l,N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776],protein_coding
ENSMUSG00000048188,-3.284882217,-3.254113142,-3.269497679,Gm8181,predicted gene 8181 [Source:MGI Symbol;Acc:MGI:3643329],processed_pseudogene
ENSMUSG00000048191,0.986176282,0.975548727,0.980862504,Muc6,"mucin 6, gastric [Source:MGI Symbol;Acc:MGI:2663233]",protein_coding
ENSMUSG00000048285,-0.31933699,-0.325259951,-0.32229847,Frmd6,FERM domain containing 6 [Source:MGI Symbol;Acc:MGI:2442579],protein_coding
ENSMUSG00000048385,-0.342025674,-0.350444226,-0.34623495,Scrt1,scratch family zinc finger 1 [Source:MGI Symbol;Acc:MGI:2176606],protein_coding
ENSMUSG00000048445,0.54532648,0.537768155,0.541547318,Ccdc57,coiled-coil domain containing 57 [Source:MGI Symbol;Acc:MGI:1918526],protein_coding
ENSMUSG00000048458,-0.272287318,-0.280150561,-0.276218939,Inka2,inka box actin regulator 2 [Source:MGI Symbol;Acc:MGI:1923497],protein_coding
ENSMUSG00000048482,-0.687861044,-0.694099756,-0.6909804,Bdnf,brain derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:88145],protein_coding
ENSMUSG00000048612,-0.667190512,-0.67493385,-0.671062181,Myof,myoferlin [Source:MGI Symbol;Acc:MGI:1919192],protein_coding
ENSMUSG00000048617,0.559524081,0.549964128,0.554744104,Rtbdn,retbindin [Source:MGI Symbol;Acc:MGI:2443686],protein_coding
ENSMUSG00000048794,0.517620881,0.511403562,0.514512222,Cfap100,cilia and flagella associated protein 100 [Source:MGI Symbol;Acc:MGI:2141635],protein_coding
ENSMUSG00000049001,-0.79645597,-0.806356914,-0.801406442,Ndnf,neuron-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1915419],protein_coding
ENSMUSG00000049044,-0.376911907,-0.380252783,-0.378582345,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol;Acc:MGI:1917723],protein_coding
ENSMUSG00000049107,0.857246299,0.847668419,0.852457359,Ntf3,neurotrophin 3 [Source:MGI Symbol;Acc:MGI:97380],protein_coding
ENSMUSG00000049225,-0.58655742,-0.591376919,-0.588967169,Pdp1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:MGI Symbol;Acc:MGI:2685870],protein_coding
ENSMUSG00000049252,0.428201555,0.424157807,0.426179681,Lrp1b,low density lipoprotein-related protein 1B [Source:MGI Symbol;Acc:MGI:2151136],protein_coding
ENSMUSG00000049313,-0.346085783,-0.348697969,-0.347391876,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing [Source:MGI Symbol;Acc:MGI:1202296]",protein_coding
ENSMUSG00000049382,-1.976720269,-1.981295812,-1.979008041,Krt8,keratin 8 [Source:MGI Symbol;Acc:MGI:96705],protein_coding
ENSMUSG00000049516,-0.385877581,-0.38907461,-0.387476096,Spty2d1,SPT2 chromatin protein domain containing 1 [Source:MGI Symbol;Acc:MGI:2142062],protein_coding
